email,jobTitle,numberOfPositions,gender,lastEducation,jurusan,minWorkExperience,ageRange_min,ageRange_max,lokasiKerja,requiredCompetencies,acceptedDisabilityTypes
pluitdohr@astonhotelsinternational.com,Internship Housekeeping,5,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,21,25,,,
pluitdohr@astonhotelsinternational.com,Internship FB Servicce,5,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,21,25,,,
pluitdohr@astonhotelsinternational.com,GRO Mandarin ,2,Perempuan,D1,,1-2 Tahun ,21,30,,Mandarin Speaking ,
pluitdohr@astonhotelsinternational.com,Graphic Designer ,1,Perempuan dan Laki-laki,D1,,1-2 Tahun ,21,45,,,
pluitdohr@astonhotelsinternational.com,Sales Banquet Manager ,1,Perempuan dan Laki-laki,D1,,3-5 Tahun,30,45,,,
pluitdohr@astonhotelsinternational.com,Sales Manager ,2,Perempuan dan Laki-laki,D1,,1-2 Tahun ,25,45,,,
pluitdohr@astonhotelsinternational.com,Bookeeper ,1,Perempuan dan Laki-laki,D1,,1-2 Tahun ,25,50,,,
pluitdohr@astonhotelsinternational.com,Internship Cook,5,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,19,22,,,Tunawicara 
pluitdohr@astonhotelsinternational.com,Internship Room Attendant ,5,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,19,22,,,Tunawicara 
pluitdohr@astonhotelsinternational.com,Internship FB Service,5,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,19,22,,,
dhaniaratri@gmail.com,Project Manager (Beauty Brand),1,Perempuan dan Laki-laki,S1,,1-2 Tahun ,21,35,,"Teamwork, Leadeship, Canva, Microsoft Office, Project Management, Time Management, Critical Thinking, Task Management,Communiaction, Coordinating Task.",
dhaniaratri@gmail.com,Key Account Executive,1,Perempuan dan Laki-laki,D3,,1-2 Tahun ,21,35,,"Negotiation, Sales Persentations, Marketing, Communication, Account Management, Sales Promotion",
dhaniaratri@gmail.com,Account Executive (All Areass),1,Perempuan dan Laki-laki,D3,,1-2 Tahun ,21,35,,"Negotiation, Sales Persentations, Marketing, Communication, Account Management, Sales Promotion",
dhaniaratri@gmail.com,Logistic Lead,1,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun ,21,37,,"Leadership, Communication, Teamwork, Logistic Management, Inventory Control, SAP Product",
dhaniaratri@gmail.com,Sales Data Analyst,1,Perempuan dan Laki-laki,S1,,1-2 Tahun ,21,37,,"Problem Solving, Critical Thinking, Data Analytics, Microsoft Excel, Power BI, Dashboard, Communication, Sales Strategy, Program Monitoring,",
dhaniaratri@gmail.com,Admin,1,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,21,31,,"Administrative, Attention to detail, Communication, Microsoft Office",
dhaniaratri@gmail.com,Graphic Design,1,Perempuan dan Laki-laki,D3,,Lulusan Baru,21,31,,"Editing, Design Tools, Adobe Illustrator, Software Design, Teamwork, Creattive, Communication",
dhaniaratri@gmail.com,Digital Marketing,1,Perempuan dan Laki-laki,D3,,1-2 Tahun ,21,31,,"Digital Marketing, Marketing strategy, Google Ads, Campaign, Avertising",
dhaniaratri@gmail.com,R&D Formulations,1,Perempuan dan Laki-laki,S1,,1-2 Tahun ,21,31,,"Product Development, Research Skill, Research & Development, Product Analysis",
dhaniaratri@gmail.com,Content Creator,1,Perempuan dan Laki-laki,D3,,Lulusan Baru,21,31,,"Content Strategy, Copywriting, Editing, Instagram & Tiktok Analytics, Storytelling, Social Media Marketing, Communication, Interpersonal Skills",
dhaniaratri@gmail.com,R&D Packaging Development,1,Perempuan dan Laki-laki,S1,,1-2 Tahun ,21,31,,"Product Design, Product Strategy, Product Launch",
dhaniaratri@gmail.com,Finance & Accounting Staff,1,Perempuan dan Laki-laki,D3,,1-2 Tahun ,21,31,,"Attention To Detail, Administrative, Software Accounting (Accurate, Journal.id), Microsoft Excel, Financial reporting, Tax,",
Dlv.delvin@gmail.com,SALES EXECUTIVE / PRAMUNIAGA,30,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun,19,35,,"Selling Skill, Komunikasi, Negosiasi, Team Work",
Dlv.delvin@gmail.com,BARISTA,10,Laki-laki,SMA/SMK,,1-2 Tahun,19,28,,"Komunikasi, Barista, Service Exelance",
Dlv.delvin@gmail.com,STORE LEADER / SUPERVISOR,5,Laki-laki,D4 / S1,,3-5 Tahun,25,35,,"Leadership, Reporting, Negosiasi, Planning",
Dlv.delvin@gmail.com,SALES PROJECT FURNITURE,2,Perempuan dan Laki-laki,S1,,1-2 Tahun,25,30,,"Negosiasi, Designer, Planning, Selling Skill",
Dlv.delvin@gmail.com,Operation Merchendiser,5,Laki-laki,SMA/SMK,,1-2 Tahun,19,35,,"Merchendising, Selling Skill, Layout Planning",
Dlv.delvin@gmail.com,Customer Service,5,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun,19,35,,"Customer Oriented, Service, Negosiasi, Problem Solving",
Dlv.delvin@gmail.com,KASIR,5,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun,19,35,,"SAP, teliti, komunikasi",
setya.asdiyanto@nusantara-sakti.com,BRANCH MANAGER,20,Perempuan dan Laki-laki,D3,,1-2 Tahun ,25,35,,"- Mengawasi dan mengoordinasikan seluruh aktivitas tim kolektor untuk memastikan pencapaian target penagihan yang telah ditetapkan.
- Melakukan evaluasi kinerja secara berkala terhadap anggota tim, serta merancang dan melaksanakan program pelatihan pengembangan kompetensi.
- Menyusun, mengimplementasikan, dan mengevaluasi strategi penagihan yang efektif untuk meningkatkan performa recovery piutang serta mengoptimalkan kinerja lapangan.
- Memimpin proses rekrutmen dan pengembangan sumber daya manusia di bidang collection, guna memastikan kebutuhan operasional cabang terpenuhi secara optimal.
- Membangun dan menjaga hubungan baik dengan pelanggan untuk meningkatkan loyalitas, menjaga reputasi perusahaan, serta mendorong kelancaran proses pembayaran.",
setya.asdiyanto@nusantara-sakti.com,MANAGEMENT TRAINEE,30,Perempuan dan Laki-laki,S1,,Lulusan Baru,21,30,,"- Mengikuti program pelatihan intensif yang mencakup pengembangan keterampilan teknis, kepemimpinan, dan manajerial untuk mempersiapkan diri menjadi calon pemimpin di perusahaan.
- Melakukan rotasi kerja lintas departemen (operasional, pemasaran, manajemen risiko, dan lainnya) untuk memahami seluruh proses bisnis secara menyeluruh dan terintegrasi.
- Melaksanakan proyek-proyek pengembangan di masing-masing divisi sebagai bagian dari evaluasi kinerja dan kontribusi terhadap inovasi perusahaan.
- Bekerja sama dengan mentor profesional untuk mendapatkan bimbingan langsung dalam mengasah kemampuan analitis, pengambilan keputusan, serta penyelesaian masalah bisnis.
- Mempersiapkan diri untuk menempati posisi Supervisor atau posisi strategis lainnya dengan menunjukkan pencapaian kinerja, kepemimpinan yang efektif, dan kemampuan adaptasi di berbagai lingkungan kerja.",
setya.asdiyanto@nusantara-sakti.com,PROJEK EKSPANSI,5,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,24,34,,"- Melakukan pencarian, survei, dan renovasi gedung kantor cabang sesuai dengan standar operasional perusahaan, termasuk memastikan kelayakan fasilitas dan infrastruktur yang dibutuhkan.
- Melakukan pengukuran dan perencanaan pembangunan atau renovasi gedung untuk memastikan kesesuaian desain dan kebutuhan operasional perusahaan.
- Bertanggung jawab atas pengadaan, pendataan, dan pengelolaan perlengkapan kantor cabang guna mendukung kelancaran operasional harian di setiap lokasi.
- Melaksanakan pemeliharaan rutin dan perbaikan aset kantor cabang, serta memastikan seluruh fasilitas dan properti tetap dalam kondisi optimal.
- Membantu proses pengurusan administrasi perizinan dan perjanjian sewa-menyewa dengan pemilik gedung atau instansi terkait, serta menjalankan tugas lapangan secara mobile sesuai kebutuhan dinas perusahaan.",
setya.asdiyanto@nusantara-sakti.com,LEGAL ASSET RECOVERY OFFICER,30,Laki-laki,S1,,Lulusan Baru,21,35,,"- Melaksanakan kegiatan pemulihan aset (Asset Recovery) dengan pendekatan hukum yang efektif, termasuk melakukan investigasi, analisis kasus, serta eksekusi pemulihan aset perusahaan di seluruh wilayah operasional.
- Menangani sengketa hukum yang terkait dengan aset perusahaan, baik di dalam proses negosiasi, mediasi, maupun pada tahap litigasi jika diperlukan, serta memastikan perlindungan kepentingan hukum perusahaan.
- Melakukan negosiasi dan penyelesaian permasalahan secara non-litigasi dengan pihak ketiga, guna mencapai penyelesaian sengketa secara damai dan menghindari potensi kerugian lebih lanjut bagi perusahaan.
- Menyusun, mereview, dan memastikan kepatuhan dokumentasi hukum, termasuk perjanjian, kontrak, dan dokumen legal lainnya agar seluruh aktivitas perusahaan berjalan sesuai ketentuan hukum yang berlaku.
- Melakukan koordinasi aktif dengan pihak internal (departemen terkait) dan eksternal (pengacara, notaris, aparat penegak hukum) untuk mendukung penyelesaian kasus, pengurusan perizinan, serta kegiatan hukum lainnya secara efektif",
setya.asdiyanto@nusantara-sakti.com,PROJECT MANAGER PROPERTY,2,Perempuan dan Laki-laki,S1,,>5 Tahun,21,45,,"- Mengelola seluruh tahapan proyek pembangunan mulai dari perencanaan awal, pengurusan legalitas, proses land clearing, pelaksanaan konstruksi, hingga serah terima proyek dengan standar kualitas tinggi dan efisiensi biaya.
- Menyusun, mengkaji, dan mengawasi penggunaan material dengan melakukan analisa teknis dan perhitungan kebutuhan bahan bangunan secara akurat untuk memastikan efektivitas biaya dan kelancaran proyek.
- Menerapkan dan menjalankan manajemen risiko pada setiap tahapan proyek, mulai dari perencanaan, pelaksanaan hingga penyelesaian, guna mengantisipasi potensi masalah teknis, hukum, maupun keuangan.
- Melakukan monitoring dan evaluasi rutin terhadap progres pembangunan proyek, termasuk mengawasi penggunaan anggaran, membuat laporan perkembangan, serta memastikan proyek berjalan sesuai timeline dan budget perusahaan.
- Membangun komunikasi dan koordinasi yang efektif dengan semua pihak terkait, baik internal (tim proyek, manajemen) maupun eksternal (kontraktor, konsultan, vendor, dan instansi pemerintah), untuk mempercepat penyelesaian proyek serta menjaga hubungan kerja yang harmonis",
setya.asdiyanto@nusantara-sakti.com,SUPERVISOR MARKETING DLP,10,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Merancang, mengimplementasikan, dan mengoptimalkan strategi pemasaran produk sparepart melalui berbagai kanal (offline dan digital) guna meningkatkan brand awareness, memperluas market share, dan mendorong pertumbuhan penjualan sesuai target perusahaan.
- Memimpin, membina, dan mengembangkan performa tim marketing, termasuk melakukan monitoring KPI individu maupun tim, memberikan arahan strategis, serta menyelenggarakan program pelatihan atau coaching untuk meningkatkan kapabilitas tim.
- Melakukan analisis pasar, tren industri otomotif, dan pergerakan kompetitor secara berkala untuk mengidentifikasi peluang pasar baru, potensi area ekspansi, serta merancang langkah-langkah adaptif terhadap perubahan dinamika pasar.
- Mengelola anggaran pemasaran secara efektif dan efisien, memastikan alokasi biaya kampanye berjalan optimal, serta melakukan evaluasi berkala terhadap Return on Investment (ROI) dari setiap program pemasaran yang dijalankan.
- Menjalin dan membangun hubungan strategis dengan mitra bisnis, vendor, dealer, dan pihak eksternal lainnya untuk mendukung pencapaian tujuan bisnis, memperluas jaringan distribusi, serta memperkuat kolaborasi dalam aktivitas promosi produk.",
setya.asdiyanto@nusantara-sakti.com,LEADER BUSINESS PROPERTY,10,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Memimpin, mengelola, dan mengembangkan tim sales properti melalui arahan yang terstruktur, pembinaan berkala, serta evaluasi performa untuk memastikan tim memiliki kompetensi dan motivasi dalam mencapai target yang ditetapkan.
- Menyusun, mengimplementasikan, dan mengoptimalkan strategi penjualan properti berdasarkan analisis pasar, tren industri, dan kebutuhan konsumen, guna memastikan pertumbuhan penjualan yang berkelanjutan dan tercapainya target revenue.
- Melakukan analisis pasar secara rutin untuk mengidentifikasi peluang bisnis baru, merancang pendekatan strategis terhadap segmen pasar potensial, serta mengantisipasi pergerakan kompetitor.
- Mengawasi pencapaian Key Performance Indicator (KPI) dan menyusun laporan kinerja secara berkala kepada manajemen, serta memberikan rekomendasi perbaikan berbasis data untuk meningkatkan efektivitas tim dan strategi penjualan.
- Membangun dan memelihara hubungan baik dengan customer, mitra bisnis, agen properti, dan pihak eksternal lainnya untuk memperkuat jaringan pemasaran, meningkatkan loyalitas pelanggan, dan menciptakan peluang kerjasama yang saling menguntungkan.",
setya.asdiyanto@nusantara-sakti.com,KEPALA BUDIDAYA IKAN DAN LOBSTER AIR TAWAR,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Menyusun dan mengawasi rencana budidaya ikan dan lobster, termasuk perencanaan jangka panjang dan pendek untuk memastikan keberhasilan operasional serta pencapaian target produksi yang optimal.
- Memastikan operasional budidaya berjalan sesuai dengan standar dan prosedur yang ditetapkan, baik dari segi teknik budidaya, manajemen kualitas air, pemberian pakan, serta pengendalian penyakit, untuk memastikan keberlanjutan dan efisiensi proses produksi.
- Mengontrol kualitas air, pakan, dan kesehatan hewan, termasuk melakukan pengujian rutin dan pengawasan terhadap parameter penting dalam budidaya untuk mencegah kerugian akibat kualitas lingkungan yang buruk atau penyakit.
- Membimbing, melatih, dan mengembangkan tim budidaya, memastikan setiap anggota tim memiliki pemahaman yang mendalam mengenai proses budidaya serta dilatih untuk menerapkan teknik terbaik yang sesuai dengan kebutuhan operasional.
- Mengelola anggaran operasional budidaya secara efisien, memantau pengeluaran dan memastikan penggunaan sumber daya yang tepat serta pengendalian biaya untuk mencapai tujuan produksi dengan mempertahankan profitabilitas yang baik.",
setya.asdiyanto@nusantara-sakti.com,BUSINESS DEVELOPMENT,10,Perempuan dan Laki-laki,S1,,Lulusan Baru,20,30,,"- Melakukan analisis data pencapaian dan alur proses bisnis secara mendalam, mengidentifikasi tren dan pola untuk menghasilkan wawasan yang dapat digunakan dalam pengambilan keputusan strategis dan perbaikan proses yang berkelanjutan.
- Bertanggung jawab terhadap pencapaian tujuan bisnis, dengan memantau dan mengevaluasi kinerja operasional, serta memberikan rekomendasi untuk meningkatkan produktivitas dan efisiensi berdasarkan hasil analisis data.
- Merancang, mengembangkan, dan mengevaluasi strategi pengembangan bisnis untuk memastikan pencapaian target perusahaan, baik dalam jangka pendek maupun jangka panjang, serta melakukan penyesuaian strategi bila diperlukan.
- Menganalisis dan mengevaluasi proses bisnis secara menyeluruh, mengidentifikasi area yang perlu ditingkatkan untuk mencapai efisiensi operasional yang lebih baik, serta merekomendasikan perbaikan proses guna meningkatkan produktivitas dan kepuasan pelanggan.
- Menyusun laporan kinerja bisnis secara berkala, meliputi laporan bulanan, triwulan, dan tahunan, yang mencakup analisis pencapaian, evaluasi kinerja, dan rekomendasi tindak lanjut untuk pengembangan strategi dan perbaikan yang lebih efektif",
setya.asdiyanto@nusantara-sakti.com,BUSINESS PROCESS AND SYSTEM DEVELOPMENT,10,Perempuan dan Laki-laki,S1,,Lulusan Baru,20,30,,"1.	Melakukan analisis data pencapaian dan alur proses bisnis secara komprehensif, mengidentifikasi tren kinerja dan pola operasional yang berpengaruh terhadap efisiensi dan hasil bisnis, serta memberikan rekomendasi berbasis data untuk pengambilan keputusan yang lebih baik.
2.	Bertanggung jawab terhadap pencapaian dan perbaikan kinerja bisnis, memantau dan mengevaluasi kinerja operasional secara rutin, serta memastikan bahwa target yang telah ditetapkan tercapai dengan mempertimbangkan faktor internal dan eksternal yang memengaruhi.
3.	Merancang dan mengimplementasikan strategi pengembangan bisnis, bekerja sama dengan tim terkait untuk memastikan pencapaian target jangka panjang dan jangka pendek, serta melakukan penyesuaian strategi yang diperlukan berdasarkan hasil analisis data dan kondisi pasar.
4.	Melakukan evaluasi dan optimalisasi proses bisnis untuk meningkatkan efisiensi operasional, dengan fokus pada pengidentifikasian dan perbaikan proses yang tidak efektif, serta memberikan solusi inovatif untuk memaksimalkan hasil dan mengurangi biaya.
5.	Menjalin dan memelihara hubungan kerjasama yang kuat dengan pihak internal dan eksternal, berkoordinasi dengan berbagai departemen dan mitra untuk memastikan kelancaran alur proses bisnis, serta mengedepankan komunikasi yang jelas dan efektif untuk mendukung pencapaian tujuan perusahaan.",
setya.asdiyanto@nusantara-sakti.com,SALES PART DAN OLI,10,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun ,21,45,,#ERROR!,
setya.asdiyanto@nusantara-sakti.com,BUSINESS PERFORMANCE MANAGEMENT,5,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Merancang dan mengembangkan strategi bisnis jangka pendek dan jangka panjang yang selaras dengan visi dan misi perusahaan, untuk mendorong pertumbuhan dan pencapaian tujuan perusahaan di pasar yang dinamis.
- Melakukan analisis mendalam terhadap data pasar, tren industri, dan kondisi ekonomi untuk memberikan rekomendasi strategis yang berbasis data, yang dapat digunakan oleh manajemen eksekutif untuk membuat keputusan yang lebih tepat dan proaktif.
- Mengawasi dan mengkoordinasikan implementasi rencana bisnis, memantau kinerja dan pencapaian setiap departemen untuk memastikan bahwa setiap strategi yang dijalankan mendukung objektif jangka panjang perusahaan, serta mengidentifikasi potensi masalah dan solusi yang diperlukan.
- Berkoordinasi dengan berbagai departemen internal untuk memastikan bahwa semua strategi yang dikembangkan dan diimplementasikan selaras dengan tujuan dan visi perusahaan, serta mendorong kolaborasi lintas fungsi untuk pencapaian yang optimal.
- Memimpin dan mengembangkan tim perencanaan korporat dengan memberi arahan yang jelas, memberikan pelatihan, serta memotivasi mereka untuk berkontribusi secara maksimal terhadap pencapaian tujuan perusahaan. Selain itu, bertanggung jawab dalam menyusun laporan bisnis, studi kelayakan, dan proposal strategi perusahaan untuk disampaikan kepada manajemen eksekutif.",
setya.asdiyanto@nusantara-sakti.com,TASKFORCE ACCOUNTING,10,Laki-laki,S1,,1-2 Tahun ,24,30,,"- Melakukan verifikasi data kredit konsumen secara acak (random check) untuk memastikan bahwa semua informasi yang diterima dan dicatat akurat, lengkap, serta sesuai dengan prosedur dan kebijakan perusahaan yang berlaku, guna mengurangi risiko kesalahan dalam proses kredit.
- Memeriksa kelengkapan dan validitas dokumen faktur yang terkait dengan Surat Perintah Kerja (SPK), termasuk memastikan bahwa dokumen yang diberikan sudah memenuhi standar dan syarat administratif yang berlaku untuk memastikan kepatuhan terhadap peraturan dan kebijakan internal.
- Menangani penyelesaian faktur yang bermasalah dengan mengidentifikasi dan menyelesaikan masalah sesuai dengan prosedur operasional standar (SOP) yang telah ditetapkan, berkoordinasi dengan berbagai departemen terkait untuk memastikan masalah dapat diselesaikan dengan cepat dan akurat.
- Mengontrol proses penagihan konsumen yang menunggak (Z1-Z6), memantau status pembayaran dan memastikan bahwa kwitansi yang diberikan sesuai dengan transaksi yang tercatat, serta mengelola hubungan dengan konsumen untuk memastikan proses penagihan berjalan lancar dan sesuai ketentuan.
- Melakukan kunjungan rutin ke cabang-cabang perusahaan untuk memeriksa aktivitas kerja cabang, mendeteksi potensi masalah atau ketidakpatuhan terhadap SOP, serta memberikan sosialisasi terkait prosedur dan kebijakan untuk mencegah terjadinya fraud dan memastikan penerapan SOP yang konsisten di setiap cabang.",
setya.asdiyanto@nusantara-sakti.com,MANAGER MARKETING TAS,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,30,45,,"- Mengembangkan dan mendesain strategi branding produk perusahaan dengan memanfaatkan analisis pasar dan tren terbaru, untuk memastikan produk yang dimiliki perusahaan dapat bersaing di pasar dan memiliki identitas yang kuat serta relevan dengan kebutuhan target pasar.
- Merencanakan dan menyusun strategi promosi yang terintegrasi, yang sejalan dengan visi dan misi perusahaan, untuk meningkatkan kesadaran merek dan menarik perhatian konsumen melalui berbagai saluran komunikasi, baik online maupun offline, dengan memaksimalkan efektivitas anggaran yang tersedia.
- Mengelola dan mengalokasikan anggaran promosi secara efisien, memastikan bahwa dana yang dialokasikan untuk aktivitas promosi dan pemasaran digunakan secara tepat, mengoptimalkan ROI, serta memonitor hasil dari setiap aktivitas promosi untuk memastikan tercapainya tujuan penjualan dan kesuksesan pasar.
- Mengawasi dan mengontrol seluruh aktivitas pemasaran dan promosi, baik dalam bentuk media cetak maupun digital, untuk memastikan konsistensi pesan merek dan mencapai target audiens yang diinginkan, serta melakukan penyesuaian taktik berdasarkan hasil analisis kinerja promosi.
- Memimpin Brand Activation dan event perusahaan seperti Expo dan acara promosi lainnya, dengan merencanakan, mengorganisir, serta memonitor pelaksanaan kegiatan secara menyeluruh, memastikan kegiatan berjalan lancar, sesuai dengan tujuan pemasaran, serta memberikan dampak positif terhadap penjualan dan citra merek perusahaan.",
setya.asdiyanto@nusantara-sakti.com,SALES RESELLER PARFUM,5,Perempuan,SMA/SMK,,1-2 Tahun ,18,28,,"- Melakukan promosi dan penjualan produk melalui berbagai saluran pemasaran, termasuk media sosial, pameran, dan event, guna meningkatkan brand awareness dan penjualan produk. Memanfaatkan alat pemasaran digital dan tradisional untuk menjangkau lebih banyak calon konsumen dan agen reseller yang potensial.
- Memberikan konsultasi produk yang tepat kepada klien dan konsumen, dengan menganalisis kebutuhan mereka dan menawarkan solusi yang sesuai. Menjadi sumber informasi yang dapat diandalkan terkait keunggulan dan manfaat produk yang ditawarkan, guna membantu pelanggan membuat keputusan pembelian yang tepat.
- Mengidentifikasi dan mencari agen-agen reseller yang berpotensi melalui berbagai saluran media, baik secara langsung maupun daring. Memastikan bahwa agen-agen ini memiliki potensi untuk memperluas jangkauan pasar dan meningkatkan distribusi produk.
- Membangun dan menjaga hubungan komunikasi yang baik dengan konsumen dan agen reseller, dengan memberikan pelayanan yang cepat, responsif, dan profesional. Berinteraksi secara reguler untuk memastikan kepuasan pelanggan serta mendengarkan umpan balik mereka guna meningkatkan kualitas produk dan layanan.
- Melakukan negosiasi harga, syarat-syarat penjualan, dan mempersiapkan perjanjian penjualan, dengan pihak konsumen dan agen reseller. Menyusun kontrak yang jelas dan adil, serta memastikan bahwa kesepakatan yang dicapai sesuai dengan kebijakan perusahaan dan saling menguntungkan bagi kedua belah pihak",
setya.asdiyanto@nusantara-sakti.com,SPV ESTIMATOR,5,Perempuan dan Laki-laki,D4,,1-2 Tahun ,20,35,,"- Melakukan perhitungan dan estimasi biaya proyek secara komprehensif yang mencakup biaya tenaga kerja, material, peralatan, serta biaya operasional lainnya yang terlibat dalam pelaksanaan proyek. Menggunakan perangkat lunak dan alat perhitungan canggih untuk memastikan akurasi dan efektivitas estimasi biaya.
- Mengawasi dan memonitor perubahan dalam proyek untuk memastikan estimasi biaya tetap relevan. Melakukan pembaruan terhadap anggaran proyek seiring dengan perubahan spesifikasi atau ketentuan proyek dan memberikan rekomendasi penyesuaian anggaran kepada manajemen.
- Mengevaluasi dan menganalisis proses estimasi biaya yang telah dilakukan untuk memastikan bahwa seluruh tahapan estimasi dilakukan dengan efisien dan sesuai dengan standar perusahaan. Memberikan saran perbaikan untuk meningkatkan akurasi estimasi pada proyek-proyek selanjutnya.
- Memimpin dan berkoordinasi dengan tim proyek, termasuk arsitek, insinyur, dan kontraktor, untuk memastikan bahwa estimasi biaya sesuai dengan perencanaan teknis dan operasional proyek. Meningkatkan komunikasi lintas tim agar proyek dapat berjalan dengan lancar dan efisien.
- Menyusun laporan berkala dan dokumentasi estimasi biaya proyek untuk disampaikan kepada manajemen dan pihak-pihak terkait. Memastikan bahwa laporan biaya mencerminkan realisasi pengeluaran dan prediksi anggaran yang telah diperbarui selama proyek berlangsung.",
setya.asdiyanto@nusantara-sakti.com,AFFILIATE MARKETING SPECIALIST,5,Perempuan dan Laki-laki,S1,,1-2 Tahun ,20,30,,"- Merancang dan mengimplementasikan strategi bisnis untuk memasarkan program Affiliate Marketing kepada audiens yang lebih luas, dengan fokus pada pemanfaatan berbagai platform digital, termasuk media sosial, SEO, dan konten berbasis web. Tujuan utama adalah untuk meningkatkan kesadaran program dan menarik affiliator baru yang berkualitas.
- Membangun dan memelihara hubungan yang kuat dengan affiliator melalui komunikasi rutin, workshop, dan pelatihan untuk memastikan mereka mendapatkan keterampilan dan pengetahuan yang diperlukan untuk meningkatkan kinerja dan hasil penjualan. Memberikan dukungan yang berkelanjutan untuk mendorong mereka mencapai target dan KPI yang telah ditetapkan.
- Merekrut affiliator baru secara proaktif menggunakan platform online, termasuk Meta Ads, SEO, dan grup komunitas seperti Facebook dan WhatsApp. Mencari cara-cara inovatif dan efektif untuk memperluas jaringan affiliator dan mengoptimalkan strategi perekrutan untuk mencapai target pertumbuhan yang ditetapkan.
- Menyusun dan menyediakan materi yang berguna bagi affiliator baru, seperti panduan kerja (guidance book), video tutorial, dan sumber daya lainnya yang dapat membantu mereka untuk memulai dan beroperasi secara mandiri. Mengembangkan materi pelatihan yang interaktif dan mudah dipahami untuk memastikan keberhasilan setiap affiliator.
- Melakukan analisis kinerja data affiliator dan mengidentifikasi peluang perbaikan serta program yang efektif untuk meningkatkan hasil yang dicapai oleh affiliator. Menggunakan alat analitik untuk mengukur performa dan merancang kampanye yang relevan untuk meningkatkan konversi dan jangkauan program.",
